tx_id	hiND14_RFP_wt_rep1	hiND14_RFP_wt_rep2	hiND14_RFP_wt_rep3	hiND14_RFP_Nterm_rep1	hiND14_RFP_Nterm_rep2	hiND14_RFP_Nterm_rep3	hiND14_wt_rep1_RNA	hiND14_wt_rep3_RNA	hiND14_Nterm_rep2_RNA	hiND14_wt_rep2_RNA	hiND14_Nterm_rep3_RNA	hiND14_Nterm_rep1_RNA
ENST00000297405	107.0	145.0	115.0	104.0	138.0	192.0	244.0	264.0	213.0	197.0	235.0	219.0
ENST00000446961	214.0	326.0	298.0	233.0	214.0	319.0	857.0	827.0	592.0	706.0	722.0	665.0
ENST00000377175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000336726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	1.0	0.0	0.0
ENST00000342380	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0
ENST00000259154	870.0	1088.0	805.0	719.0	753.0	827.0	1453.0	1469.0	1154.0	1313.0	1259.0	1117.0
ENST00000347869	3329.0	4273.0	3663.0	3191.0	3062.0	3752.0	3313.0	3683.0	2892.0	3239.0	3521.0	2812.0
ENST00000318059	26.0	34.0	27.0	26.0	20.0	42.0	203.0	221.0	189.0	187.0	174.0	206.0
ENST00000375299	703.0	977.0	774.0	728.0	688.0	874.0	1417.0	1404.0	1109.0	1194.0	1064.0	989.0
ENST00000674895	508.0	625.0	510.0	475.0	442.0	555.0	899.0	984.0	651.0	796.0	744.0	709.0
ENST00000314574	738.0	918.0	654.0	534.0	584.0	610.0	1511.0	1513.0	1038.0	1418.0	941.0	983.0
ENST00000389614	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000300853	447.0	642.0	513.0	474.0	411.0	527.0	794.0	832.0	611.0	728.0	689.0	647.0
ENST00000313871	0.0	0.0	0.0	0.0	0.0	0.0	1187.0	1166.0	892.0	1076.0	962.0	917.0
ENST00000437192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000323030	7.0	6.0	2.0	1.0	1.0	4.0	4.0	11.0	3.0	3.0	0.0	1.0
ENST00000310300	441.0	657.0	535.0	435.0	450.0	505.0	866.0	924.0	631.0	733.0	621.0	660.0
ENST00000280325	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000341550	941.0	1314.0	1107.0	980.0	953.0	1274.0	1159.0	1235.0	846.0	1026.0	1091.0	982.0
ENST00000265758	525.0	838.0	650.0	624.0	574.0	718.0	596.0	512.0	456.0	539.0	511.0	454.0
ENST00000541669	3.0	3.0	1.0	2.0	1.0	5.0	1.0	1.0	0.0	1.0	1.0	4.0
ENST00000374656	669.0	1024.0	807.0	769.0	786.0	930.0	990.0	936.0	735.0	809.0	667.0	702.0
ENST00000547103	8.0	13.0	6.0	0.0	2.0	2.0	7.0	12.0	1.0	12.0	3.0	2.0
ENST00000380412	733.0	957.0	740.0	725.0	809.0	867.0	1649.0	1610.0	1405.0	1495.0	1472.0	1408.0
ENST00000640051	39.0	39.0	24.0	37.0	39.0	39.0	1053.0	1107.0	821.0	902.0	932.0	903.0
ENST00000320081	234.0	316.0	234.0	236.0	244.0	266.0	332.0	311.0	274.0	296.0	377.0	278.0
ENST00000641698	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	2.0	2.0	4.0
ENST00000340010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000369485	1339.0	1537.0	1315.0	1188.0	1199.0	1497.0	1113.0	1183.0	782.0	947.0	993.0	927.0
ENST00000651024	1013.0	1422.0	1163.0	1054.0	1133.0	1200.0	1410.0	1356.0	1116.0	1250.0	1177.0	1113.0
ENST00000517883	7.0	6.0	8.0	4.0	5.0	6.0	32.0	23.0	27.0	23.0	27.0	17.0
ENST00000599840	204.0	305.0	271.0	256.0	262.0	337.0	465.0	482.0	329.0	446.0	458.0	418.0
ENST00000594051	499.0	666.0	567.0	561.0	574.0	679.0	809.0	770.0	500.0	628.0	719.0	639.0
ENST00000280871	334.0	419.0	350.0	297.0	280.0	353.0	492.0	512.0	336.0	442.0	418.0	428.0
ENST00000359943	2716.0	3182.0	2550.0	2522.0	2703.0	2835.0	6118.0	6383.0	4900.0	5478.0	4841.0	4825.0
ENST00000593993	1.0	1.0	3.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	3.0
ENST00000481247	698.0	782.0	656.0	641.0	664.0	837.0	1089.0	1132.0	884.0	895.0	1113.0	912.0
ENST00000264233	14.0	15.0	18.0	6.0	17.0	9.0	36.0	27.0	20.0	40.0	21.0	19.0
ENST00000379019	1657.0	1878.0	1340.0	1166.0	1038.0	1109.0	2552.0	2472.0	1589.0	2251.0	1643.0	1763.0
ENST00000436636	1217.0	1519.0	1431.0	1443.0	1402.0	1927.0	1896.0	2146.0	1789.0	1742.0	2262.0	1808.0
ENST00000164024	1916.0	2645.0	2410.0	2070.0	2161.0	2761.0	4148.0	4388.0	3516.0	3583.0	4380.0	3548.0
ENST00000291568	1043.0	1307.0	1151.0	1168.0	1009.0	1050.0	1860.0	1654.0	1257.0	1689.0	1246.0	1305.0
ENST00000612221	7.0	7.0	3.0	1.0	3.0	4.0	13.0	3.0	3.0	11.0	7.0	7.0
ENST00000331581	6239.0	7472.0	6612.0	6390.0	6415.0	7228.0	9354.0	9719.0	7887.0	8263.0	8790.0	7965.0
ENST00000621141	5.0	11.0	10.0	2.0	4.0	4.0	8.0	7.0	9.0	10.0	3.0	13.0
ENST00000328902	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000243349	2.0	1.0	2.0	5.0	4.0	3.0	14.0	29.0	11.0	15.0	11.0	21.0
ENST00000186436	2119.0	2342.0	1982.0	1539.0	1752.0	1924.0	2346.0	2153.0	1597.0	1983.0	1700.0	1738.0
ENST00000378444	2237.0	2835.0	2433.0	2301.0	2292.0	2862.0	2380.0	2571.0	1968.0	2106.0	2383.0	2063.0
ENST00000290705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000258400	1.0	1.0	0.0	0.0	0.0	1.0	1.0	3.0	1.0	1.0	2.0	0.0
ENST00000344642	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0
ENST00000649368	390.0	655.0	387.0	132.0	161.0	114.0	525.0	453.0	169.0	549.0	107.0	141.0
ENST00000696289	575.0	831.0	672.0	603.0	562.0	733.0	596.0	586.0	439.0	525.0	580.0	479.0
ENST00000398755	19.0	42.0	21.0	24.0	16.0	35.0	64.0	75.0	63.0	78.0	68.0	58.0
ENST00000313401	975.0	1372.0	1202.0	1230.0	1212.0	1427.0	3658.0	4003.0	3159.0	3312.0	4053.0	3384.0
ENST00000337908	0.0	2.0	0.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	1.0
ENST00000369536	591.0	687.0	609.0	484.0	473.0	634.0	1661.0	1634.0	1181.0	1373.0	1257.0	1308.0
ENST00000301831	52.0	40.0	45.0	39.0	33.0	37.0	71.0	48.0	42.0	72.0	64.0	66.0
ENST00000371733	1703.0	1903.0	1702.0	1517.0	1618.0	1944.0	3535.0	3618.0	2870.0	3060.0	3228.0	2998.0
ENST00000276594	48.0	93.0	72.0	46.0	72.0	71.0	43.0	47.0	52.0	38.0	44.0	38.0
ENST00000572493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000227868	985.0	1293.0	1125.0	919.0	1075.0	1278.0	1047.0	1155.0	868.0	912.0	953.0	822.0
ENST00000351325	7.0	11.0	13.0	6.0	6.0	9.0	4.0	3.0	0.0	4.0	0.0	2.0
ENST00000287490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000330553	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000328314	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
ENST00000333017	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000442487	79.0	105.0	67.0	54.0	71.0	46.0	45.0	69.0	39.0	34.0	34.0	31.0
ENST00000608372	1536.0	1615.0	1343.0	1412.0	1228.0	1398.0	3257.0	3359.0	2474.0	2830.0	2934.0	2603.0
ENST00000409933	936.0	949.0	832.0	761.0	881.0	1013.0	1358.0	1358.0	1100.0	1226.0	1276.0	1224.0
ENST00000462683	599.0	812.0	598.0	534.0	544.0	611.0	1825.0	1980.0	1530.0	1644.0	1686.0	1525.0
ENST00000261381	160.0	189.0	172.0	131.0	171.0	191.0	447.0	412.0	291.0	411.0	348.0	354.0
ENST00000370035	633.0	944.0	773.0	728.0	734.0	929.0	1717.0	1840.0	1417.0	1561.0	1675.0	1557.0
ENST00000433395	2.0	4.0	7.0	5.0	1.0	5.0	124.0	130.0	65.0	86.0	55.0	51.0
ENST00000262999	1.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	2.0	1.0	0.0
ENST00000409746	1645.0	1985.0	1528.0	1370.0	1684.0	1682.0	2073.0	2018.0	1771.0	1887.0	1635.0	1757.0
ENST00000359062	18.0	15.0	14.0	7.0	22.0	12.0	27.0	24.0	23.0	40.0	21.0	18.0
ENST00000368642	68.0	118.0	80.0	71.0	91.0	58.0	256.0	195.0	161.0	236.0	158.0	162.0
ENST00000343002	780.0	962.0	709.0	604.0	642.0	723.0	1200.0	1074.0	871.0	1088.0	877.0	766.0
ENST00000308027	57.0	97.0	73.0	60.0	54.0	84.0	79.0	51.0	67.0	77.0	70.0	52.0
ENST00000440863	154.0	239.0	200.0	169.0	201.0	272.0	657.0	698.0	499.0	552.0	568.0	516.0
ENST00000230122	230.0	285.0	228.0	188.0	194.0	257.0	444.0	459.0	320.0	420.0	347.0	351.0
ENST00000262410	7661.0	8813.0	8926.0	8955.0	8312.0	9713.0	23130.0	24703.0	18971.0	19636.0	23722.0	21050.0
ENST00000317058	285.0	416.0	337.0	345.0	300.0	421.0	242.0	247.0	169.0	205.0	212.0	158.0
ENST00000379756	6.0	3.0	2.0	5.0	3.0	4.0	12.0	3.0	4.0	9.0	5.0	5.0
ENST00000514667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
ENST00000282058	442.0	610.0	417.0	365.0	427.0	495.0	376.0	384.0	247.0	332.0	294.0	270.0
ENST00000375241	39.0	82.0	49.0	51.0	78.0	62.0	644.0	706.0	549.0	567.0	589.0	483.0
ENST00000086933	2.0	2.0	0.0	1.0	2.0	0.0	1.0	6.0	1.0	0.0	1.0	1.0
ENST00000370008	1348.0	1501.0	1086.0	856.0	1000.0	1021.0	923.0	803.0	636.0	820.0	623.0	603.0
ENST00000448521	1405.0	2258.0	1845.0	1750.0	1876.0	2096.0	3216.0	3160.0	2676.0	2812.0	3112.0	2804.0
ENST00000675843	986.0	1103.0	848.0	660.0	742.0	838.0	1621.0	1741.0	1279.0	1531.0	1381.0	1296.0
ENST00000696125	1158.0	1339.0	1056.0	1000.0	942.0	1167.0	2026.0	2176.0	1647.0	1934.0	1856.0	1676.0
ENST00000389915	1549.0	2058.0	1659.0	1629.0	1606.0	1830.0	5834.0	6049.0	4579.0	5068.0	5503.0	4950.0
ENST00000502492	696.0	1029.0	732.0	776.0	849.0	1020.0	1019.0	1095.0	827.0	906.0	937.0	875.0
ENST00000262189	1891.0	2020.0	1937.0	1672.0	1893.0	2361.0	3747.0	4070.0	3263.0	3460.0	4117.0	3484.0
ENST00000266269	1166.0	1649.0	1311.0	1337.0	1348.0	1575.0	1795.0	2088.0	1390.0	1646.0	1812.0	1527.0
ENST00000257068	1.0	0.0	0.0	0.0	0.0	1.0	7.0	12.0	1.0	3.0	5.0	2.0
ENST00000305904	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	0.0	2.0	0.0	1.0
ENST00000454682	1088.0	1165.0	1055.0	1152.0	1018.0	1111.0	7331.0	7234.0	5022.0	6254.0	5562.0	5454.0
ENST00000563924	2.0	4.0	2.0	2.0	1.0	1.0	3.0	9.0	2.0	2.0	0.0	5.0
ENST00000614341	5.0	6.0	6.0	1.0	3.0	5.0	18.0	17.0	4.0	20.0	8.0	15.0
ENST00000556887	11.0	9.0	7.0	3.0	5.0	3.0	20.0	14.0	5.0	14.0	6.0	7.0
ENST00000271732	507.0	547.0	427.0	416.0	375.0	457.0	469.0	432.0	351.0	437.0	400.0	325.0
ENST00000555099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000283351	1123.0	1219.0	1068.0	886.0	1074.0	1269.0	1263.0	1340.0	1023.0	1191.0	1226.0	1137.0
ENST00000693108	243.0	412.0	320.0	324.0	284.0	382.0	618.0	644.0	461.0	565.0	608.0	516.0
ENST00000355819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
ENST00000432226	6751.0	8802.0	6530.0	4324.0	4589.0	4009.0	5099.0	4112.0	2368.0	4300.0	2037.0	2296.0
ENST00000646142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000357235	889.0	1046.0	880.0	895.0	719.0	810.0	3076.0	3139.0	2180.0	2726.0	2670.0	2384.0
ENST00000317543	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000294244	751.0	1072.0	894.0	869.0	889.0	1034.0	1356.0	1305.0	1087.0	1162.0	1114.0	1130.0
ENST00000334384	3.0	7.0	7.0	9.0	6.0	13.0	4.0	7.0	4.0	7.0	4.0	10.0
ENST00000381031	64.0	81.0	77.0	71.0	68.0	95.0	110.0	107.0	88.0	98.0	89.0	101.0
ENST00000259750	541.0	780.0	696.0	733.0	643.0	920.0	1781.0	1788.0	1384.0	1402.0	1676.0	1452.0
ENST00000367811	412.0	523.0	424.0	402.0	365.0	496.0	284.0	269.0	205.0	251.0	274.0	220.0
ENST00000299721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000339364	3.0	8.0	4.0	3.0	2.0	3.0	3.0	2.0	4.0	5.0	5.0	3.0
ENST00000377755	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
ENST00000375341	395.0	539.0	385.0	364.0	426.0	449.0	545.0	506.0	354.0	488.0	482.0	428.0
ENST00000310092	379.0	529.0	498.0	423.0	439.0	566.0	3802.0	3779.0	2848.0	3240.0	3466.0	3092.0
ENST00000525123	9.0	11.0	3.0	6.0	3.0	7.0	16.0	10.0	11.0	9.0	9.0	6.0
ENST00000020673	587.0	767.0	753.0	728.0	722.0	895.0	2227.0	2354.0	1666.0	1956.0	2263.0	2020.0
ENST00000329713	935.0	1543.0	1156.0	1115.0	1166.0	1337.0	1384.0	1435.0	1112.0	1219.0	1366.0	1213.0
ENST00000370263	456.0	607.0	555.0	469.0	465.0	585.0	1818.0	1855.0	1319.0	1441.0	1733.0	1474.0
ENST00000355673	126.0	138.0	167.0	108.0	130.0	150.0	860.0	792.0	583.0	691.0	665.0	613.0
ENST00000594947	5.0	0.0	1.0	3.0	2.0	0.0	6.0	9.0	11.0	15.0	4.0	7.0
ENST00000323274	713.0	881.0	636.0	479.0	552.0	513.0	815.0	690.0	389.0	663.0	446.0	435.0
ENST00000609713	340.0	439.0	410.0	348.0	339.0	480.0	837.0	873.0	714.0	765.0	1046.0	796.0
ENST00000382171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000402384	399.0	526.0	341.0	207.0	277.0	289.0	521.0	518.0	300.0	473.0	297.0	325.0
ENST00000378585	3.0	5.0	3.0	0.0	3.0	3.0	1.0	1.0	1.0	0.0	2.0	1.0
ENST00000334270	444.0	579.0	418.0	370.0	392.0	495.0	764.0	780.0	540.0	670.0	619.0	558.0
ENST00000257430	6281.0	6804.0	6184.0	5997.0	5815.0	7943.0	6711.0	7007.0	5950.0	5920.0	7304.0	6371.0
ENST00000420124	816.0	1080.0	1011.0	885.0	911.0	1149.0	1874.0	1864.0	1463.0	1585.0	1662.0	1481.0
ENST00000268053	7.0	11.0	11.0	8.0	10.0	6.0	17.0	8.0	9.0	9.0	5.0	5.0
ENST00000221452	220.0	352.0	241.0	203.0	193.0	170.0	344.0	310.0	202.0	323.0	229.0	237.0
ENST00000399187	2.0	10.0	5.0	2.0	5.0	9.0	1.0	8.0	1.0	4.0	5.0	5.0
ENST00000641836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000288873	22.0	15.0	12.0	10.0	16.0	12.0	17.0	8.0	6.0	12.0	4.0	8.0
ENST00000360029	164.0	238.0	183.0	197.0	204.0	255.0	147.0	123.0	122.0	99.0	139.0	89.0
ENST00000410005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000573035	7502.0	7983.0	7667.0	7349.0	7554.0	9605.0	24550.0	25997.0	20502.0	21967.0	25244.0	21798.0
ENST00000358314	1597.0	2013.0	1581.0	1406.0	1322.0	1613.0	801.0	787.0	579.0	693.0	617.0	683.0
ENST00000408926	18.0	34.0	33.0	20.0	19.0	30.0	28.0	29.0	21.0	26.0	26.0	15.0
ENST00000340811	2186.0	3061.0	2108.0	1610.0	1827.0	1863.0	2547.0	2307.0	1655.0	2291.0	1410.0	1626.0
ENST00000504404	11.0	13.0	7.0	8.0	7.0	4.0	15.0	6.0	4.0	8.0	5.0	5.0
ENST00000396478	456.0	554.0	382.0	346.0	378.0	415.0	386.0	362.0	255.0	351.0	287.0	275.0
ENST00000258930	241.0	364.0	265.0	300.0	302.0	351.0	776.0	846.0	622.0	692.0	807.0	638.0
ENST00000375050	1102.0	1665.0	1298.0	1135.0	1267.0	1437.0	3548.0	3618.0	2540.0	3158.0	2720.0	2708.0
ENST00000441012	92.0	104.0	86.0	65.0	50.0	57.0	117.0	140.0	79.0	115.0	100.0	92.0
ENST00000641068	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000370853	133.0	184.0	150.0	65.0	77.0	83.0	253.0	237.0	123.0	216.0	134.0	89.0
ENST00000262067	2813.0	3657.0	3397.0	3298.0	3401.0	3979.0	4005.0	4243.0	3265.0	3423.0	3756.0	3494.0
ENST00000533904	0.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	1.0	4.0	2.0
ENST00000556440	237.0	320.0	243.0	234.0	212.0	281.0	657.0	727.0	569.0	589.0	569.0	508.0
ENST00000263697	1709.0	2142.0	1807.0	1822.0	1682.0	1923.0	2422.0	2297.0	1740.0	2029.0	2024.0	1906.0
ENST00000340692	96.0	162.0	143.0	112.0	124.0	149.0	218.0	227.0	190.0	216.0	235.0	223.0
ENST00000397470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0
ENST00000244217	105.0	152.0	89.0	67.0	83.0	71.0	84.0	103.0	57.0	93.0	56.0	52.0
ENST00000355870	0.0	3.0	5.0	3.0	1.0	0.0	5.0	2.0	2.0	7.0	7.0	4.0
ENST00000269260	985.0	1375.0	1167.0	1059.0	1038.0	1244.0	1490.0	1528.0	1089.0	1282.0	1331.0	1233.0
ENST00000264380	973.0	1030.0	907.0	772.0	870.0	1182.0	1805.0	1969.0	1499.0	1863.0	1938.0	1557.0
ENST00000278070	740.0	1002.0	873.0	752.0	797.0	1007.0	1169.0	1168.0	887.0	1065.0	933.0	908.0
ENST00000291572	191.0	316.0	220.0	198.0	242.0	260.0	1094.0	1095.0	848.0	994.0	902.0	760.0
ENST00000378344	843.0	1222.0	990.0	853.0	957.0	1075.0	1877.0	1763.0	1255.0	1547.0	1408.0	1444.0
ENST00000406875	830.0	1125.0	983.0	972.0	1033.0	1238.0	3884.0	3980.0	3425.0	3135.0	4722.0	3600.0
ENST00000252729	6.0	4.0	4.0	1.0	2.0	2.0	13.0	5.0	5.0	7.0	1.0	2.0
ENST00000684583	0.0	0.0	0.0	0.0	1.0	1.0	0.0	42.0	44.0	33.0	0.0	0.0
ENST00000356950	68.0	53.0	49.0	39.0	61.0	62.0	352.0	326.0	286.0	316.0	231.0	269.0
ENST00000322213	2132.0	2256.0	2507.0	1656.0	2125.0	2790.0	3572.0	3779.0	2804.0	3209.0	3383.0	2966.0
ENST00000530447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000598716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000297661	677.0	861.0	683.0	626.0	634.0	724.0	1544.0	1546.0	1172.0	1285.0	1304.0	1311.0
ENST00000226067	24.0	31.0	29.0	18.0	15.0	24.0	80.0	84.0	46.0	60.0	53.0	77.0
ENST00000642449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000645057	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0
ENST00000372491	1855.0	2534.0	2027.0	1453.0	1574.0	1439.0	1939.0	1628.0	908.0	1530.0	698.0	978.0
ENST00000372022	799.0	1168.0	1040.0	906.0	871.0	1115.0	1869.0	1875.0	1542.0	1720.0	1717.0	1550.0
ENST00000546983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000470794	11.0	18.0	12.0	20.0	16.0	18.0	65.0	48.0	30.0	44.0	56.0	57.0
ENST00000372858	1957.0	2722.0	2014.0	1937.0	1976.0	2336.0	3916.0	3875.0	2812.0	3535.0	3034.0	3006.0
ENST00000432622	13.0	20.0	10.0	12.0	11.0	16.0	59.0	56.0	60.0	54.0	64.0	37.0
ENST00000322434	121.0	103.0	89.0	77.0	81.0	94.0	201.0	202.0	168.0	151.0	213.0	167.0
ENST00000425611	239.0	409.0	308.0	234.0	306.0	337.0	556.0	645.0	485.0	586.0	454.0	430.0
ENST00000295246	28.0	29.0	38.0	18.0	25.0	37.0	572.0	669.0	661.0	573.0	862.0	624.0
ENST00000526991	1721.0	2306.0	1771.0	1687.0	1552.0	1790.0	2445.0	2383.0	1827.0	2148.0	1781.0	1836.0
ENST00000224337	117.0	132.0	86.0	72.0	65.0	80.0	119.0	116.0	61.0	98.0	69.0	76.0
ENST00000532059	0.0	0.0	0.0	1.0	0.0	1.0	4.0	2.0	1.0	3.0	0.0	0.0
ENST00000547588	273.0	400.0	375.0	383.0	368.0	454.0	1100.0	1288.0	972.0	1007.0	1297.0	1015.0
ENST00000376148	365.0	575.0	505.0	436.0	455.0	487.0	706.0	645.0	469.0	532.0	554.0	489.0
ENST00000547167	301.0	304.0	315.0	297.0	248.0	338.0	777.0	760.0	623.0	747.0	809.0	737.0
ENST00000373693	3.0	5.0	0.0	9.0	7.0	1.0	3.0	4.0	2.0	0.0	1.0	3.0
ENST00000361915	1114.0	1316.0	1000.0	965.0	1006.0	1136.0	687.0	749.0	660.0	699.0	734.0	687.0
ENST00000260113	0.0	1.0	0.0	0.0	0.0	0.0	5.0	5.0	2.0	1.0	5.0	3.0
ENST00000308796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000207549	28.0	52.0	51.0	36.0	45.0	35.0	85.0	60.0	43.0	72.0	69.0	47.0
ENST00000260210	294.0	490.0	375.0	350.0	350.0	468.0	438.0	419.0	355.0	388.0	376.0	357.0
ENST00000307365	1835.0	2474.0	1859.0	1624.0	1666.0	1585.0	2893.0	2653.0	1727.0	2530.0	1589.0	1669.0
ENST00000321760	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0
ENST00000361820	139.0	183.0	190.0	197.0	249.0	321.0	427.0	555.0	548.0	441.0	730.0	480.0
ENST00000361910	814.0	1013.0	861.0	823.0	837.0	999.0	1048.0	1096.0	790.0	989.0	1019.0	946.0
ENST00000347454	760.0	1094.0	907.0	770.0	878.0	1070.0	781.0	820.0	645.0	661.0	726.0	601.0
ENST00000447353	7.0	13.0	8.0	15.0	16.0	9.0	4.0	9.0	5.0	10.0	7.0	11.0
ENST00000293756	49.0	54.0	40.0	18.0	20.0	19.0	68.0	48.0	36.0	45.0	31.0	41.0
ENST00000301061	34.0	34.0	33.0	29.0	11.0	18.0	50.0	51.0	39.0	48.0	41.0	27.0
ENST00000374338	64.0	116.0	71.0	77.0	73.0	74.0	215.0	195.0	167.0	183.0	130.0	120.0
ENST00000278886	315.0	448.0	349.0	303.0	310.0	437.0	1578.0	1779.0	1393.0	1462.0	1765.0	1311.0
ENST00000246532	0.0	0.0	0.0	0.0	0.0	1.0	2.0	5.0	4.0	6.0	0.0	2.0
ENST00000695409	1554.0	1944.0	1825.0	1697.0	1635.0	2263.0	2489.0	2867.0	2207.0	2143.0	2604.0	2309.0
ENST00000606109	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000326828	651.0	769.0	633.0	568.0	599.0	721.0	846.0	923.0	617.0	654.0	774.0	713.0
ENST00000341942	812.0	1121.0	927.0	860.0	795.0	954.0	903.0	871.0	667.0	766.0	650.0	651.0
ENST00000502583	8.0	8.0	4.0	4.0	2.0	5.0	2.0	2.0	1.0	3.0	2.0	3.0
ENST00000248089	639.0	1016.0	904.0	872.0	850.0	1056.0	581.0	555.0	418.0	473.0	505.0	453.0
ENST00000676153	6.0	13.0	17.0	8.0	15.0	30.0	20.0	28.0	31.0	28.0	27.0	27.0
ENST00000586606	8.0	14.0	9.0	5.0	3.0	11.0	5.0	1.0	3.0	0.0	5.0	4.0
ENST00000476133	897.0	1058.0	851.0	761.0	656.0	737.0	630.0	535.0	355.0	549.0	376.0	450.0
ENST00000543431	149.0	207.0	149.0	117.0	139.0	163.0	139.0	159.0	107.0	158.0	119.0	121.0
ENST00000244537	192.0	237.0	166.0	143.0	159.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000317025	2556.0	3123.0	2759.0	2585.0	2481.0	3280.0	6793.0	7295.0	5458.0	6101.0	6552.0	5662.0
ENST00000355969	280.0	425.0	349.0	339.0	317.0	384.0	510.0	569.0	430.0	467.0	391.0	426.0
ENST00000304236	3.0	1.0	0.0	0.0	0.0	1.0	28.0	30.0	42.0	29.0	33.0	21.0
ENST00000248879	52.0	59.0	51.0	45.0	51.0	51.0	496.0	562.0	346.0	463.0	505.0	429.0
ENST00000393140	1.0	1.0	2.0	0.0	0.0	1.0	9.0	9.0	3.0	2.0	8.0	7.0
ENST00000359003	2001.0	2602.0	2138.0	1985.0	1959.0	2547.0	3143.0	3324.0	2619.0	2669.0	3171.0	2799.0
ENST00000158009	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000358755	723.0	845.0	551.0	488.0	539.0	554.0	782.0	731.0	596.0	742.0	500.0	561.0
ENST00000261636	866.0	1124.0	870.0	742.0	833.0	866.0	1147.0	1134.0	862.0	1104.0	883.0	933.0
ENST00000372759	970.0	1160.0	1026.0	972.0	1169.0	1458.0	874.0	926.0	842.0	838.0	971.0	845.0
ENST00000296861	4033.0	5141.0	4120.0	3212.0	3630.0	3538.0	11496.0	10348.0	7464.0	9922.0	7240.0	7368.0
