tx_id	hiND14_RFP_wt_rep1	hiND14_RFP_wt_rep2	hiND14_RFP_wt_rep3	hiND14_RFP_Nterm_rep1	hiND14_RFP_Nterm_rep2	hiND14_RFP_Nterm_rep3	hiND14_wt_rep1_RNA	hiND14_wt_rep3_RNA	hiND14_Nterm_rep2_RNA	hiND14_wt_rep2_RNA	hiND14_Nterm_rep3_RNA	hiND14_Nterm_rep1_RNA
ENST00000647956	32.0	40.0	28.0	27.0	15.0	24.0	30.0	58.0	29.0	24.0	25.0	18.0
ENST00000539842	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
ENST00000521545	3015.0	3584.0	3052.0	2667.0	2803.0	3127.0	4380.0	4452.0	3179.0	3911.0	3286.0	3360.0
ENST00000336520	471.0	718.0	561.0	551.0	447.0	578.0	336.0	298.0	178.0	269.0	275.0	237.0
ENST00000641545	2.0	2.0	5.0	1.0	2.0	5.0	2.0	0.0	0.0	0.0	0.0	1.0
ENST00000370759	4.0	6.0	7.0	2.0	3.0	1.0	6.0	4.0	8.0	7.0	8.0	6.0
ENST00000359742	1646.0	2007.0	1770.0	1576.0	1530.0	1818.0	2147.0	2063.0	1565.0	1646.0	1806.0	1755.0
ENST00000272427	2043.0	2479.0	2090.0	1733.0	1980.0	2310.0	2303.0	2208.0	1657.0	2007.0	1826.0	1799.0
ENST00000331808	257.0	339.0	264.0	276.0	233.0	298.0	685.0	680.0	530.0	618.0	484.0	569.0
ENST00000341023	6.0	10.0	12.0	10.0	9.0	19.0	0.0	1.0	2.0	3.0	0.0	0.0
ENST00000394671	126.0	177.0	121.0	109.0	111.0	129.0	181.0	148.0	123.0	115.0	132.0	105.0
ENST00000267273	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000529308	403.0	518.0	437.0	369.0	446.0	508.0	818.0	815.0	660.0	707.0	752.0	630.0
ENST00000652021	3394.0	4012.0	3460.0	3161.0	3614.0	4133.0	8662.0	8679.0	5841.0	7351.0	7243.0	6456.0
ENST00000375120	145.0	177.0	156.0	155.0	156.0	192.0	740.0	759.0	652.0	700.0	823.0	648.0
ENST00000451794	15.0	25.0	13.0	9.0	7.0	6.0	19.0	10.0	8.0	10.0	8.0	6.0
ENST00000320776	426.0	621.0	509.0	428.0	447.0	504.0	619.0	621.0	442.0	524.0	469.0	460.0
ENST00000641865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000295087	204.0	278.0	253.0	181.0	200.0	252.0	942.0	964.0	742.0	806.0	849.0	666.0
ENST00000283474	284.0	504.0	354.0	396.0	369.0	376.0	606.0	557.0	487.0	475.0	551.0	505.0
ENST00000361813	473.0	616.0	560.0	469.0	554.0	632.0	2775.0	2840.0	2445.0	2655.0	2781.0	2329.0
ENST00000392666	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0
ENST00000517894	152.0	199.0	175.0	178.0	169.0	221.0	270.0	348.0	270.0	286.0	336.0	272.0
ENST00000301068	52.0	75.0	53.0	50.0	53.0	68.0	44.0	56.0	52.0	54.0	63.0	55.0
ENST00000684830	48.0	64.0	46.0	48.0	50.0	56.0	39.0	60.0	38.0	50.0	37.0	48.0
ENST00000503322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
ENST00000257189	2300.0	2791.0	2137.0	1741.0	1968.0	1760.0	1641.0	1501.0	1034.0	1525.0	941.0	1092.0
ENST00000339313	0.0	0.0	0.0	1.0	0.0	0.0	11.0	9.0	9.0	6.0	11.0	15.0
ENST00000518698	15.0	16.0	6.0	10.0	10.0	14.0	2.0	7.0	3.0	7.0	3.0	7.0
ENST00000233535	13.0	15.0	11.0	10.0	7.0	15.0	18.0	15.0	18.0	18.0	20.0	27.0
ENST00000203166	108.0	184.0	140.0	91.0	110.0	126.0	164.0	225.0	120.0	163.0	150.0	139.0
ENST00000672341	931.0	983.0	897.0	656.0	795.0	871.0	715.0	699.0	576.0	634.0	557.0	520.0
ENST00000648405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000011619	1716.0	2170.0	1739.0	1623.0	1608.0	1903.0	2851.0	2973.0	2136.0	2403.0	2515.0	2307.0
ENST00000334598	129.0	159.0	120.0	123.0	89.0	136.0	192.0	166.0	104.0	164.0	139.0	133.0
ENST00000641044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ENST00000369367	2516.0	2438.0	2150.0	1818.0	1831.0	2185.0	2359.0	2612.0	1858.0	2248.0	1863.0	1821.0
ENST00000269397	852.0	1176.0	941.0	949.0	876.0	1037.0	909.0	899.0	732.0	746.0	838.0	785.0
ENST00000278612	710.0	799.0	645.0	553.0	577.0	735.0	501.0	554.0	436.0	461.0	448.0	427.0
ENST00000556551	14.0	12.0	8.0	13.0	11.0	11.0	75.0	76.0	55.0	52.0	44.0	41.0
ENST00000361434	1548.0	2267.0	1854.0	1686.0	1742.0	2126.0	5498.0	5498.0	4591.0	4576.0	5780.0	4758.0
ENST00000377813	2087.0	2471.0	2242.0	1758.0	2187.0	1983.0	3637.0	3208.0	2564.0	2964.0	1837.0	2493.0
ENST00000330884	1052.0	1499.0	1196.0	1148.0	1165.0	1364.0	2371.0	2579.0	1921.0	2022.0	2475.0	2110.0
ENST00000280979	9491.0	9946.0	9764.0	8870.0	9268.0	11847.0	10486.0	11383.0	8931.0	9407.0	10828.0	9638.0
ENST00000250263	398.0	505.0	376.0	305.0	344.0	337.0	455.0	466.0	363.0	460.0	357.0	334.0
ENST00000288111	674.0	903.0	645.0	591.0	577.0	549.0	540.0	561.0	373.0	561.0	383.0	365.0
ENST00000527673	2408.0	2947.0	2587.0	2491.0	2376.0	2673.0	5432.0	5054.0	3659.0	4697.0	3907.0	4123.0
ENST00000689035	2503.0	3512.0	2787.0	2615.0	2901.0	3365.0	3924.0	4166.0	3158.0	3406.0	3604.0	3111.0
ENST00000282406	10.0	12.0	11.0	5.0	4.0	6.0	44.0	34.0	13.0	44.0	16.0	11.0
ENST00000368608	3987.0	4759.0	4582.0	4152.0	4173.0	4826.0	4673.0	4671.0	3574.0	4017.0	3891.0	3828.0
ENST00000377009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000305817	0.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	3.0	10.0	3.0
ENST00000345136	2279.0	2201.0	2491.0	1493.0	2057.0	2219.0	7461.0	7089.0	4968.0	6422.0	5087.0	4735.0
ENST00000281081	234.0	306.0	222.0	195.0	206.0	220.0	345.0	273.0	251.0	260.0	241.0	264.0
ENST00000184266	1729.0	2181.0	1938.0	1779.0	1680.0	1993.0	1364.0	1371.0	1027.0	1179.0	1114.0	1094.0
ENST00000252804	4044.0	4827.0	4167.0	2976.0	3722.0	3734.0	7659.0	7362.0	5893.0	6579.0	6334.0	5522.0
ENST00000298130	776.0	1045.0	818.0	662.0	733.0	737.0	1582.0	1547.0	1078.0	1421.0	1118.0	977.0
ENST00000216479	2432.0	3161.0	2603.0	2727.0	2603.0	2898.0	2626.0	2520.0	2054.0	2148.0	2269.0	2114.0
ENST00000355619	750.0	943.0	723.0	680.0	714.0	817.0	1083.0	913.0	717.0	859.0	767.0	772.0
ENST00000242784	1234.0	1669.0	1423.0	1532.0	1500.0	1702.0	3010.0	3075.0	2452.0	2618.0	2679.0	2529.0
ENST00000573382	10.0	17.0	14.0	3.0	10.0	8.0	17.0	8.0	10.0	14.0	8.0	5.0
ENST00000370425	36.0	45.0	37.0	28.0	27.0	32.0	60.0	60.0	85.0	63.0	80.0	64.0
ENST00000327355	146.0	220.0	149.0	153.0	159.0	149.0	308.0	364.0	232.0	317.0	247.0	247.0
ENST00000651779	229.0	266.0	156.0	130.0	156.0	197.0	203.0	220.0	197.0	265.0	206.0	168.0
ENST00000383699	887.0	1281.0	1015.0	922.0	1042.0	1334.0	734.0	907.0	736.0	711.0	890.0	683.0
ENST00000261800	147.0	168.0	111.0	69.0	66.0	54.0	110.0	125.0	69.0	98.0	46.0	64.0
ENST00000389048	3187.0	4148.0	3607.0	3262.0	3331.0	3866.0	2838.0	2853.0	2324.0	2344.0	2571.0	2375.0
ENST00000373829	0.0	1.0	0.0	0.0	0.0	1.0	1.0	3.0	4.0	6.0	0.0	3.0
ENST00000396912	334.0	461.0	319.0	303.0	312.0	414.0	968.0	981.0	850.0	891.0	829.0	818.0
ENST00000399292	160.0	188.0	186.0	148.0	139.0	192.0	197.0	183.0	106.0	152.0	144.0	151.0
ENST00000682849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000560572	5.0	12.0	6.0	7.0	7.0	5.0	14.0	12.0	4.0	8.0	3.0	5.0
ENST00000318203	17.0	24.0	18.0	9.0	8.0	14.0	119.0	82.0	57.0	87.0	56.0	58.0
ENST00000262873	4.0	2.0	1.0	2.0	1.0	0.0	10.0	9.0	5.0	8.0	2.0	7.0
ENST00000300870	131.0	176.0	124.0	123.0	99.0	144.0	183.0	185.0	153.0	160.0	136.0	145.0
ENST00000595090	1650.0	2232.0	1963.0	1747.0	1774.0	2213.0	1741.0	1723.0	1284.0	1502.0	1522.0	1319.0
ENST00000221459	252.0	418.0	348.0	313.0	289.0	418.0	283.0	305.0	188.0	225.0	234.0	233.0
ENST00000517309	1070.0	1514.0	1162.0	1065.0	1184.0	1485.0	1881.0	1899.0	1579.0	1746.0	1882.0	1677.0
ENST00000523047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000429094	2808.0	3464.0	2896.0	2581.0	2820.0	3566.0	2894.0	3289.0	2626.0	2672.0	3231.0	2751.0
ENST00000358689	1349.0	1624.0	1286.0	1166.0	1153.0	1326.0	5034.0	5007.0	3614.0	4424.0	3981.0	3783.0
ENST00000177694	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	3.0
ENST00000457354	836.0	1202.0	929.0	823.0	928.0	986.0	900.0	909.0	697.0	814.0	723.0	727.0
ENST00000336308	272.0	389.0	303.0	262.0	297.0	348.0	954.0	1007.0	727.0	830.0	812.0	705.0
ENST00000601144	1168.0	1479.0	1387.0	1119.0	1169.0	1273.0	2058.0	2202.0	1322.0	1892.0	1472.0	1462.0
ENST00000374193	52.0	71.0	53.0	63.0	48.0	63.0	165.0	175.0	137.0	157.0	138.0	164.0
ENST00000370905	9.0	11.0	7.0	6.0	5.0	4.0	45.0	32.0	12.0	32.0	15.0	22.0
ENST00000220478	7020.0	7811.0	7421.0	6964.0	7024.0	8350.0	6438.0	6954.0	5699.0	5828.0	6781.0	5906.0
ENST00000397938	4922.0	6634.0	5839.0	5274.0	5297.0	6318.0	5134.0	5065.0	3995.0	4544.0	4687.0	4000.0
ENST00000380035	40.0	44.0	45.0	38.0	45.0	70.0	73.0	69.0	75.0	89.0	84.0	80.0
ENST00000293662	17.0	25.0	20.0	16.0	15.0	20.0	68.0	42.0	35.0	58.0	38.0	34.0
ENST00000538872	144.0	238.0	203.0	190.0	201.0	232.0	623.0	720.0	510.0	482.0	751.0	584.0
ENST00000344839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000267396	467.0	666.0	556.0	545.0	509.0	712.0	530.0	554.0	413.0	442.0	532.0	428.0
ENST00000313334	2206.0	2644.0	2303.0	2344.0	2144.0	2553.0	3074.0	3101.0	2557.0	2766.0	3026.0	2712.0
ENST00000530393	117.0	160.0	162.0	126.0	152.0	170.0	362.0	382.0	337.0	323.0	348.0	306.0
ENST00000336930	47.0	70.0	73.0	69.0	63.0	86.0	70.0	87.0	60.0	62.0	90.0	61.0
ENST00000399429	4.0	7.0	6.0	2.0	5.0	2.0	7.0	6.0	5.0	4.0	9.0	4.0
ENST00000568641	1177.0	1784.0	1655.0	1572.0	1551.0	1847.0	3045.0	3202.0	2539.0	2574.0	3009.0	2785.0
ENST00000382100	1807.0	2484.0	1813.0	1537.0	1694.0	1859.0	1831.0	1842.0	1406.0	1683.0	1501.0	1447.0
ENST00000596399	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000438167	3.0	7.0	6.0	7.0	3.0	2.0	3.0	3.0	4.0	2.0	6.0	2.0
ENST00000223864	403.0	501.0	427.0	309.0	337.0	376.0	260.0	255.0	192.0	225.0	192.0	183.0
ENST00000312579	177.0	294.0	223.0	239.0	208.0	286.0	628.0	531.0	394.0	457.0	447.0	424.0
ENST00000646667	281.0	354.0	275.0	243.0	262.0	274.0	1282.0	1269.0	971.0	1174.0	983.0	1011.0
ENST00000357720	372.0	488.0	398.0	381.0	396.0	444.0	530.0	536.0	393.0	467.0	433.0	365.0
ENST00000324093	513.0	640.0	443.0	326.0	351.0	332.0	1724.0	1332.0	852.0	1483.0	818.0	833.0
ENST00000400908	4679.0	6358.0	5916.0	5547.0	5462.0	6699.0	7036.0	7131.0	5588.0	6155.0	6849.0	5781.0
ENST00000376008	218.0	260.0	215.0	158.0	195.0	164.0	360.0	339.0	213.0	297.0	190.0	246.0
ENST00000314565	420.0	543.0	396.0	389.0	382.0	470.0	576.0	600.0	469.0	522.0	556.0	513.0
ENST00000300209	25.0	20.0	24.0	23.0	20.0	35.0	31.0	38.0	22.0	42.0	40.0	31.0
ENST00000590099	708.0	781.0	650.0	649.0	584.0	690.0	1439.0	1565.0	1212.0	1395.0	1181.0	1259.0
ENST00000311575	237.0	350.0	325.0	346.0	334.0	462.0	364.0	445.0	361.0	332.0	420.0	394.0
ENST00000328405	116.0	142.0	130.0	131.0	143.0	188.0	469.0	486.0	479.0	462.0	687.0	487.0
ENST00000371920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000354698	189.0	233.0	210.0	164.0	214.0	261.0	524.0	528.0	479.0	457.0	466.0	412.0
ENST00000265678	384.0	515.0	427.0	410.0	467.0	549.0	2694.0	3038.0	2547.0	2486.0	3416.0	2811.0
ENST00000372739	18063.0	14640.0	21588.0	13865.0	20336.0	23784.0	33764.0	35160.0	27078.0	29862.0	31996.0	28063.0
ENST00000281441	0.0	0.0	0.0	1.0	1.0	0.0	6.0	1.0	2.0	5.0	4.0	5.0
ENST00000372213	19.0	23.0	26.0	9.0	12.0	7.0	45.0	36.0	13.0	30.0	7.0	25.0
ENST00000648261	1.0	0.0	2.0	1.0	0.0	0.0	1.0	11.0	8.0	1.0	4.0	0.0
ENST00000372563	0.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000249041	1.0	9.0	4.0	2.0	6.0	13.0	4.0	7.0	3.0	4.0	4.0	4.0
ENST00000233027	205.0	252.0	214.0	216.0	215.0	298.0	667.0	676.0	593.0	611.0	686.0	647.0
ENST00000264834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000682715	4.0	5.0	4.0	2.0	6.0	12.0	0.0	0.0	2.0	3.0	3.0	1.0
ENST00000675098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000398468	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
ENST00000399742	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENST00000368655	1541.0	1919.0	1683.0	1574.0	1517.0	1781.0	1885.0	1860.0	1515.0	1757.0	1823.0	1712.0
ENST00000381652	486.0	557.0	458.0	434.0	429.0	565.0	584.0	629.0	476.0	560.0	545.0	493.0
ENST00000370902	497.0	647.0	526.0	466.0	475.0	510.0	383.0	408.0	310.0	338.0	359.0	316.0
ENST00000394349	2391.0	3103.0	2989.0	2758.0	2586.0	2860.0	2647.0	2493.0	1685.0	2275.0	1932.0	1866.0
ENST00000306507	0.0	0.0	0.0	0.0	0.0	0.0	25.0	49.0	46.0	30.0	59.0	31.0
ENST00000628545	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	2.0
ENST00000282003	1246.0	1406.0	1238.0	1115.0	1101.0	1511.0	964.0	1072.0	813.0	834.0	942.0	793.0
ENST00000637658	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000309318	875.0	1335.0	1052.0	1079.0	1060.0	1279.0	2253.0	2193.0	1742.0	1997.0	1898.0	1849.0
ENST00000366956	861.0	1154.0	810.0	642.0	639.0	664.0	1605.0	1392.0	1045.0	1476.0	896.0	989.0
ENST00000324384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000526995	769.0	883.0	739.0	680.0	666.0	799.0	1110.0	1229.0	913.0	967.0	1049.0	905.0
ENST00000311550	1948.0	2464.0	2120.0	1943.0	2103.0	2527.0	5279.0	5751.0	4444.0	4650.0	5205.0	4526.0
ENST00000332439	74.0	91.0	88.0	82.0	81.0	109.0	325.0	303.0	296.0	211.0	322.0	249.0
ENST00000338432	3.0	6.0	5.0	4.0	4.0	9.0	42.0	38.0	32.0	37.0	24.0	26.0
ENST00000637812	990.0	1221.0	1139.0	1009.0	1097.0	1441.0	1755.0	1820.0	1467.0	1575.0	1781.0	1570.0
ENST00000641069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000374385	617.0	840.0	673.0	575.0	675.0	808.0	913.0	889.0	677.0	742.0	749.0	685.0
ENST00000471841	783.0	889.0	717.0	666.0	721.0	813.0	2400.0	2540.0	2096.0	2217.0	2107.0	2113.0
ENST00000396862	218.0	246.0	206.0	203.0	185.0	247.0	571.0	608.0	425.0	473.0	532.0	548.0
ENST00000623441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000650639	171.0	255.0	234.0	257.0	201.0	311.0	654.0	727.0	590.0	558.0	749.0	665.0
ENST00000290573	1254.0	1613.0	1173.0	845.0	998.0	886.0	1619.0	1421.0	877.0	1435.0	819.0	891.0
ENST00000510508	42.0	51.0	39.0	32.0	46.0	30.0	88.0	77.0	53.0	71.0	43.0	45.0
ENST00000217159	21.0	30.0	31.0	32.0	19.0	51.0	29.0	31.0	23.0	33.0	43.0	18.0
ENST00000552374	58.0	95.0	82.0	71.0	63.0	82.0	109.0	107.0	58.0	88.0	101.0	73.0
ENST00000369099	197.0	280.0	154.0	80.0	59.0	58.0	121.0	95.0	34.0	65.0	19.0	39.0
ENST00000254351	1096.0	1473.0	1142.0	1094.0	1216.0	1138.0	1601.0	1519.0	1148.0	1293.0	1170.0	1151.0
ENST00000250495	491.0	639.0	499.0	599.0	472.0	459.0	2410.0	2333.0	1778.0	2115.0	1854.0	1949.0
ENST00000296051	641.0	808.0	596.0	454.0	473.0	620.0	586.0	690.0	429.0	558.0	467.0	418.0
ENST00000263956	1568.0	1936.0	1512.0	1352.0	1323.0	1518.0	1053.0	959.0	741.0	901.0	776.0	791.0
ENST00000420578	127.0	196.0	167.0	134.0	146.0	175.0	1037.0	1142.0	789.0	879.0	1027.0	938.0
ENST00000381295	3152.0	3731.0	2980.0	2752.0	2617.0	3306.0	2234.0	2360.0	1661.0	2031.0	1882.0	1895.0
ENST00000258383	1153.0	1481.0	1243.0	1096.0	1109.0	1469.0	1041.0	991.0	676.0	764.0	844.0	776.0
ENST00000293695	7.0	10.0	8.0	6.0	11.0	6.0	5.0	8.0	6.0	12.0	2.0	4.0
ENST00000335877	2021.0	2700.0	2288.0	2169.0	2182.0	2558.0	2974.0	2868.0	2187.0	2490.0	2578.0	2375.0
ENST00000307886	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000215829	10.0	14.0	16.0	19.0	18.0	19.0	2385.0	2508.0	1877.0	2126.0	1982.0	2129.0
ENST00000223500	2188.0	2853.0	2476.0	2315.0	2243.0	2642.0	2026.0	1978.0	1557.0	1858.0	1736.0	1576.0
ENST00000376936	1668.0	2098.0	1749.0	1680.0	1702.0	2113.0	1648.0	1638.0	1344.0	1526.0	1540.0	1343.0
ENST00000397062	984.0	1081.0	783.0	668.0	655.0	704.0	1383.0	1157.0	927.0	1203.0	906.0	898.0
ENST00000262843	203.0	268.0	185.0	206.0	190.0	254.0	515.0	513.0	400.0	445.0	450.0	408.0
ENST00000456247	631.0	934.0	753.0	591.0	594.0	690.0	2079.0	1889.0	1410.0	1673.0	1611.0	1423.0
ENST00000326737	225.0	309.0	244.0	236.0	221.0	265.0	230.0	230.0	179.0	207.0	218.0	172.0
ENST00000621775	296.0	397.0	324.0	305.0	357.0	398.0	393.0	387.0	308.0	308.0	354.0	338.0
ENST00000340650	5.0	6.0	3.0	6.0	6.0	3.0	1.0	3.0	7.0	8.0	1.0	8.0
ENST00000325455	2.0	0.0	2.0	1.0	4.0	2.0	2.0	2.0	0.0	1.0	2.0	6.0
ENST00000261822	829.0	1115.0	996.0	903.0	870.0	1224.0	2330.0	2433.0	1833.0	1979.0	2307.0	1950.0
ENST00000262178	24.0	34.0	27.0	10.0	13.0	20.0	91.0	72.0	49.0	73.0	35.0	49.0
ENST00000297293	1234.0	1268.0	1368.0	1014.0	1261.0	1585.0	2078.0	2082.0	1704.0	1782.0	1913.0	1687.0
ENST00000528386	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	9.0	5.0	5.0	5.0
ENST00000380224	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000297316	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000321301	274.0	368.0	286.0	311.0	290.0	355.0	703.0	655.0	557.0	677.0	628.0	562.0
ENST00000550735	587.0	751.0	663.0	601.0	576.0	672.0	2673.0	2873.0	2350.0	2469.0	2676.0	2435.0
ENST00000448387	0.0	0.0	0.0	0.0	0.0	0.0	20.0	33.0	14.0	22.0	20.0	12.0
ENST00000424898	1.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	1.0
ENST00000617516	868.0	1118.0	922.0	781.0	790.0	822.0	914.0	930.0	666.0	800.0	675.0	662.0
ENST00000352967	290.0	330.0	279.0	263.0	256.0	309.0	175.0	219.0	120.0	181.0	170.0	162.0
ENST00000312962	251.0	385.0	311.0	257.0	193.0	329.0	487.0	422.0	389.0	397.0	418.0	400.0
ENST00000590202	112.0	148.0	115.0	129.0	117.0	149.0	162.0	151.0	134.0	142.0	152.0	160.0
ENST00000407689	77.0	147.0	106.0	77.0	89.0	68.0	222.0	229.0	153.0	198.0	146.0	152.0
ENST00000474629	2095.0	2367.0	1832.0	1281.0	1460.0	1348.0	1874.0	1745.0	1018.0	1586.0	887.0	1094.0
ENST00000355029	1354.0	1721.0	1177.0	1033.0	1098.0	1042.0	2036.0	1748.0	1350.0	1861.0	1230.0	1368.0
ENST00000555938	0.0	0.0	1.0	0.0	0.0	0.0	17.0	18.0	7.0	10.0	6.0	7.0
ENST00000392011	1020.0	1301.0	990.0	929.0	1021.0	1018.0	2062.0	1943.0	1550.0	1788.0	1647.0	1560.0
ENST00000685693	97.0	158.0	133.0	85.0	127.0	156.0	359.0	388.0	310.0	338.0	375.0	309.0
ENST00000407426	1131.0	1409.0	1094.0	915.0	1087.0	1179.0	1177.0	1162.0	988.0	1125.0	962.0	909.0
ENST00000678139	12.0	19.0	13.0	19.0	23.0	31.0	44.0	54.0	40.0	37.0	27.0	36.0
ENST00000329478	19.0	56.0	44.0	40.0	53.0	63.0	60.0	51.0	48.0	35.0	60.0	48.0
ENST00000268711	197.0	228.0	182.0	162.0	180.0	200.0	490.0	541.0	444.0	457.0	460.0	424.0
ENST00000356613	12.0	15.0	11.0	15.0	17.0	30.0	26.0	14.0	15.0	17.0	17.0	17.0
ENST00000431473	264.0	420.0	364.0	341.0	369.0	434.0	955.0	999.0	849.0	808.0	1057.0	854.0
ENST00000513398	1.0	5.0	2.0	3.0	0.0	2.0	2.0	1.0	1.0	1.0	0.0	2.0
ENST00000266659	208.0	286.0	200.0	182.0	230.0	256.0	260.0	278.0	191.0	259.0	181.0	216.0
ENST00000597629	421.0	638.0	525.0	331.0	345.0	321.0	577.0	543.0	288.0	531.0	355.0	322.0
ENST00000430024	2.0	6.0	0.0	5.0	6.0	1.0	225.0	252.0	120.0	206.0	187.0	188.0
ENST00000624995	157.0	244.0	157.0	135.0	124.0	132.0	185.0	209.0	105.0	157.0	122.0	111.0
ENST00000612929	7.0	8.0	5.0	10.0	3.0	11.0	1.0	0.0	1.0	1.0	1.0	0.0
ENST00000356692	1498.0	1858.0	1492.0	1372.0	1429.0	1661.0	1710.0	1699.0	1362.0	1461.0	1510.0	1421.0
ENST00000240615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000452027	448.0	639.0	437.0	447.0	448.0	567.0	468.0	530.0	372.0	412.0	512.0	449.0
ENST00000295095	1.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
ENST00000289269	233.0	293.0	249.0	237.0	224.0	292.0	574.0	560.0	389.0	514.0	471.0	493.0
ENST00000360046	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000421807	604.0	768.0	641.0	591.0	628.0	644.0	939.0	1012.0	765.0	814.0	864.0	784.0
ENST00000540737	326.0	403.0	330.0	291.0	272.0	327.0	518.0	569.0	418.0	485.0	502.0	417.0
ENST00000217381	36.0	88.0	44.0	52.0	58.0	63.0	155.0	139.0	108.0	92.0	118.0	113.0
ENST00000377843	3169.0	3516.0	3152.0	3204.0	3025.0	3338.0	9687.0	9854.0	7365.0	8458.0	8158.0	7772.0
ENST00000674085	18.0	25.0	33.0	23.0	21.0	25.0	20.0	28.0	22.0	16.0	21.0	19.0
ENST00000372710	45.0	92.0	59.0	51.0	51.0	51.0	422.0	398.0	300.0	295.0	375.0	340.0
ENST00000264954	510.0	747.0	562.0	607.0	557.0	697.0	627.0	615.0	446.0	510.0	573.0	502.0
ENST00000257818	124.0	165.0	154.0	155.0	129.0	153.0	141.0	147.0	89.0	147.0	104.0	67.0
ENST00000380985	2158.0	2610.0	2027.0	2022.0	2012.0	2455.0	2634.0	2746.0	2077.0	2290.0	2551.0	2266.0
ENST00000320717	2008.0	2574.0	2169.0	1963.0	2218.0	2527.0	2124.0	2404.0	1852.0	1945.0	2119.0	1958.0
ENST00000446157	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	3.0	0.0	0.0	0.0
ENST00000328747	226.0	249.0	206.0	190.0	204.0	257.0	550.0	507.0	482.0	488.0	444.0	445.0
ENST00000328313	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000380876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0
ENST00000329956	0.0	1.0	4.0	1.0	3.0	0.0	1.0	3.0	3.0	2.0	3.0	3.0
ENST00000253807	49.0	76.0	62.0	51.0	49.0	69.0	86.0	128.0	88.0	126.0	115.0	91.0
ENST00000378045	314.0	368.0	279.0	267.0	240.0	330.0	342.0	312.0	236.0	257.0	280.0	255.0
ENST00000368806	0.0	0.0	2.0	3.0	3.0	2.0	2.0	1.0	0.0	0.0	0.0	3.0
ENST00000269385	312.0	464.0	385.0	423.0	345.0	526.0	460.0	496.0	389.0	435.0	414.0	389.0
