"gene","gene_name","ensembl_gene","transcript_id","ave_te_Nterm","ave_te_wt","std_te_Nterm","std_te_wt","diff_te","downregulated","p_value"
"FBXW11_ENSG00000072803_ENST00000517395","FBXW11","ENSG00000072803","ENST00000517395",0.82112537979227,0.836405956798762,0.0220293842720072,0.0236107751975555,0.981730669321179,1,0.458670535431557
"PDE2A_ENSG00000186642_ENST00000334456","PDE2A","ENSG00000186642","ENST00000334456",0.82402060090754,0.757857717466623,0.0507214596201328,0.122678342012642,1.08730251327662,0,0.458678961434611
"ITPKB_ENSG00000143772_ENST00000429204","ITPKB","ENSG00000143772","ENST00000429204",0.837088614792289,0.906740895635172,0.124786111120965,0.0704292078901918,0.923183920370006,1,0.458830479668574
"UMAD1_ENSG00000219545_ENST00000682710","UMAD1","ENSG00000219545","ENST00000682710",1.20418164678241,1.36556324972575,0.187186585657967,0.279441958847743,0.881820484715188,1,0.458935571398273
"PROX1_ENSG00000117707_ENST00000366958","PROX1","ENSG00000117707","ENST00000366958",0.958318401999008,0.903720919268221,0.10278965856804,0.0314446719520219,1.06041409639493,0,0.458986248881223
"DOCK9_ENSG00000088387_ENST00000682017","DOCK9","ENSG00000088387","ENST00000682017",0.993035789968115,1.05889782547168,0.0985380798602715,0.09854717223299,0.937801330856235,1,0.458993177396295
"LSM11_ENSG00000155858_ENST00000286307","LSM11","ENSG00000155858","ENST00000286307",0.517867380984232,0.495038577795126,0.0363908335719677,0.0316228701159709,1.04611520033607,0,0.459023742344643
"ZBTB14_ENSG00000198081_ENST00000651870","ZBTB14","ENSG00000198081","ENST00000651870",1.09888552018008,1.06720477924704,0.0518747025944106,0.0419941701804777,1.02968571875718,0,0.459036632306554
"SUMF1_ENSG00000144455_ENST00000272902","SUMF1","ENSG00000144455","ENST00000272902",1.21075779396056,1.1150953643888,0.0772735306102213,0.176781610565378,1.0857885635855,0,0.459054497256699
"PLAU_ENSG00000122861_ENST00000372764","PLAU","ENSG00000122861","ENST00000372764",1.70446092368843,1.64861117168423,0.0511579674919649,0.101766162830931,1.03387684917065,0,0.45908018892925
"PHKA2_ENSG00000044446_ENST00000379942","PHKA2","ENSG00000044446","ENST00000379942",1.12423683102697,1.20964383390362,0.143908359248873,0.106806863726092,0.929394917344355,1,0.459126956002086
"KAT14_ENSG00000149474_ENST00000688188","KAT14","ENSG00000149474","ENST00000688188",0.84217675771681,0.882078322765309,0.0407855489877938,0.0713988730451279,0.954764147333983,1,0.459142549218948
"FTO_ENSG00000140718_ENST00000471389","FTO","ENSG00000140718","ENST00000471389",1.37047907650538,1.33491284515737,0.0675106717427955,0.0135003132800061,1.02664311117915,0,0.459259068842411
"SRF_ENSG00000112658_ENST00000265354","SRF","ENSG00000112658","ENST00000265354",0.555548288877587,0.520641264942782,0.0531282106027422,0.0514114720984903,1.06704621067376,0,0.45943098822843
"NSUN6_ENSG00000241058_ENST00000377304","NSUN6","ENSG00000241058","ENST00000377304",1.36287641523518,1.4624247644007,0.160882623570736,0.135349466384121,0.931929250933935,1,0.459471762999069
"CHGA_ENSG00000100604_ENST00000216492","CHGA","ENSG00000100604","ENST00000216492",1.2196426935454,1.15465897576515,0.0611850234224502,0.118156393663005,1.05627957617285,0,0.459725606261087
"ARF4_ENSG00000168374_ENST00000303436","ARF4","ENSG00000168374","ENST00000303436",1.44150626986515,1.38806386557829,0.0694900107543607,0.0886469888269685,1.03850140156526,0,0.459806591708859
"SF3B5_ENSG00000169976_ENST00000367569","SF3B5","ENSG00000169976","ENST00000367569",1.87744289027992,1.82241143692727,0.0267354143217176,0.104270585305803,1.03019705223395,0,0.459838483340645
"CIB1_ENSG00000185043_ENST00000328649","CIB1","ENSG00000185043","ENST00000328649",1.90401445409848,1.74575010279379,0.161747453740777,0.283989982169485,1.09065693368794,0,0.460086508925062
"GPR173_ENSG00000184194_ENST00000332582","GPR173","ENSG00000184194","ENST00000332582",0.26725361436452,0.256941817101135,0.0170725467592462,0.0135077312456094,1.04013281053168,0,0.460324842930459
"DHX32_ENSG00000089876_ENST00000284690","DHX32","ENSG00000089876","ENST00000284690",1.24469591876228,1.35448585671103,0.134467732285874,0.18745064616967,0.918943459317215,1,0.460500479842142
"SNAPIN_ENSG00000143553_ENST00000368685","SNAPIN","ENSG00000143553","ENST00000368685",1.47887379188677,1.39765939255448,0.0700809536520684,0.149754657061971,1.05810743287308,0,0.460688513854923
"DAB1_ENSG00000173406_ENST00000371236","DAB1","ENSG00000173406","ENST00000371236",0.586119725153735,0.627862379801549,0.0332465312294092,0.0775868597161681,0.933516235419284,1,0.46072619123211
"NOVA2_ENSG00000104967_ENST00000263257","NOVA2","ENSG00000104967","ENST00000263257",0.799606328110948,0.756735665258395,0.0539941348729574,0.0724145152997515,1.05665209771488,0,0.46072633897102
"SPPL2A_ENSG00000138600_ENST00000261854","SPPL2A","ENSG00000138600","ENST00000261854",1.70320594359555,1.78956305921419,0.133170117961245,0.126166578743562,0.951744021998,1,0.460753665103302
"L1TD1_ENSG00000240563_ENST00000498273","L1TD1","ENSG00000240563","ENST00000498273",1.31934891162594,1.42918860317573,0.147041497909534,0.180026839588734,0.923145418802164,1,0.460758911941071
"TBC1D24_ENSG00000162065_ENST00000646147","TBC1D24","ENSG00000162065","ENST00000646147",0.361026562643126,0.375263261395127,0.0090414425041191,0.0268346613494984,0.962062103550792,1,0.460784029091074
"SRSF12_ENSG00000154548_ENST00000452027","SRSF12","ENSG00000154548","ENST00000452027",1.56908149604357,1.7054811999146,0.113682099244504,0.252604481133183,0.920022745558348,1,0.46093114901711
"FNDC3A_ENSG00000102531_ENST00000492622","FNDC3A","ENSG00000102531","ENST00000492622",1.51401469808127,1.60687056075163,0.0839663361379414,0.170451011950578,0.942213228035665,1,0.461098775217179
"TUBB6_ENSG00000176014_ENST00000317702","TUBB6","ENSG00000176014","ENST00000317702",0.867902548448716,0.824069631328974,0.014260225679497,0.083718765475418,1.05319079292978,0,0.461185843668937
"SPEF2_ENSG00000152582_ENST00000356031","SPEF2","ENSG00000152582","ENST00000356031",2.58322166015658,2.8429484877648,0.0965674443184038,0.49564553477737,0.908641739825394,1,0.461238328004719
"TSHZ3_ENSG00000121297_ENST00000240587","TSHZ3","ENSG00000121297","ENST00000240587",0.801090828567544,0.855240763541332,0.0145484119881298,0.103536608484865,0.936684572015057,1,0.461248675158602
"ARFGAP1_ENSG00000101199_ENST00000370283","ARFGAP1","ENSG00000101199","ENST00000370283",1.08714122447384,1.05380629508855,0.0313089743502616,0.0609021896953735,1.03163288124265,0,0.461285031334319
"C16orf87_ENSG00000155330_ENST00000285697","C16orf87","ENSG00000155330","ENST00000285697",1.40961915954669,1.49748018132406,0.168401562208209,0.00535944571417528,0.941327422644298,1,0.461576577577905
"SSU72_ENSG00000160075_ENST00000291386","SSU72","ENSG00000160075","ENST00000291386",1.08496821157246,1.03939362453141,0.0524488997131478,0.0797877236544435,1.04384728361365,0,0.461620304481214
"FGF18_ENSG00000156427_ENST00000274625","FGF18","ENSG00000156427","ENST00000274625",0.561274791037373,0.532636480533699,0.0407629004809233,0.0452656288310261,1.05376708421282,0,0.461636406485275
"PML_ENSG00000140464_ENST00000268058","PML","ENSG00000140464","ENST00000268058",1.75476105326917,1.62736922916874,0.0779614049472195,0.241062116031055,1.07828083622148,0,0.461714010561315
"METAP1_ENSG00000164024_ENST00000296411","METAP1","ENSG00000164024","ENST00000296411",1.50932579247983,1.5923776519973,0.10785307410127,0.138916764171889,0.947844118878898,1,0.461946492516911
"ZNF330_ENSG00000109445_ENST00000262990","ZNF330","ENSG00000109445","ENST00000262990",1.83544291860615,1.66042973798779,0.30608238663321,0.202912062701016,1.10540234049918,0,0.46201358721503
"SMAD1_ENSG00000170365_ENST00000302085","SMAD1","ENSG00000170365","ENST00000302085",1.65752303323646,1.69223402389203,0.0525672318392831,0.0520558094762985,0.979488067155311,1,0.462014164116359
"RAPGEF2_ENSG00000109756_ENST00000691494","RAPGEF2","ENSG00000109756","ENST00000691494",0.897458884137041,0.852661527867485,0.0859634582443502,0.00329113745638834,1.05253826378398,0,0.462039814963601
"KCTD11_ENSG00000213859_ENST00000333751","KCTD11","ENSG00000213859","ENST00000333751",1.06616630716237,0.995260071140736,0.0228546458025245,0.135806009777587,1.07124392716807,0,0.462235060073124
"TMEM175_ENSG00000127419_ENST00000264771","TMEM175","ENSG00000127419","ENST00000264771",1.84821039724581,1.95850880963572,0.133332116232201,0.190392295328448,0.94368245276853,1,0.462304259005337
"HDAC2_ENSG00000196591_ENST00000519065","HDAC2","ENSG00000196591","ENST00000519065",1.93815441423591,1.87392796720982,0.0823425059797902,0.108227109036455,1.03427370109733,0,0.462315707641609
"NELL1_ENSG00000165973_ENST00000357134","NELL1","ENSG00000165973","ENST00000357134",2.77161833287854,2.95401802901672,0.12071140510837,0.344705838861889,0.938253695696336,1,0.462469523028182
"GARS1_ENSG00000106105_ENST00000389266","GARS1","ENSG00000106105","ENST00000389266",1.80567164616468,1.75497225595939,0.0915153493456195,0.0521331861155492,1.02888899812127,0,0.462512470574947
"MAGED1_ENSG00000179222_ENST00000326587","MAGED1","ENSG00000179222","ENST00000326587",1.851708119702,1.76615190527305,0.0700944359224647,0.159434427886632,1.04844216070742,0,0.462604515822547
"H2AZ2_ENSG00000105968_ENST00000308153","H2AZ2","ENSG00000105968","ENST00000308153",1.45398587928034,1.35929732451811,0.181872578487272,0.0210589420554761,1.06965992873987,0,0.462772088986857
"FZD6_ENSG00000164930_ENST00000358755","FZD6","ENSG00000164930","ENST00000358755",1.36490711189358,1.4733465343162,0.11817793184851,0.193417126020201,0.926399241524707,1,0.462831357114067
"ASGR1_ENSG00000141505_ENST00000269299","ASGR1","ENSG00000141505","ENST00000269299",1.77062137929546,1.92873755549013,0.289671519913773,0.150976983617726,0.9180208962362,1,0.463129410879629
"EXOSC8_ENSG00000120699_ENST00000389704","EXOSC8","ENSG00000120699","ENST00000389704",2.2325259810418,2.46698339556034,0.0495047881283182,0.45097333760628,0.904961900051506,1,0.463271557071844
"JMJD6_ENSG00000070495_ENST00000397625","JMJD6","ENSG00000070495","ENST00000397625",2.0163093421384,2.07617956925089,0.0848796878533202,0.0956727946045853,0.971163271231837,1,0.463572962420866
"CCDC82_ENSG00000149231_ENST00000646818","CCDC82","ENSG00000149231","ENST00000646818",1.41646565091135,1.50378511359024,0.117107336129163,0.144503329371718,0.941933550286039,1,0.463596056298107
"DMAC1_ENSG00000137038_ENST00000358227","DMAC1","ENSG00000137038","ENST00000358227",1.41357199444499,1.38082120343522,0.062434881725359,0.0186552671663261,1.02371834306157,0,0.463622945234011
"PNPT1_ENSG00000138035_ENST00000447944","PNPT1","ENSG00000138035","ENST00000447944",1.32436993906793,1.36956650417353,0.081338677014872,0.0478895369822384,0.966999364420878,1,0.463625990051403
"GDI1_ENSG00000203879_ENST00000447750","GDI1","ENSG00000203879","ENST00000447750",1.10628993649949,1.05153306786779,0.10352334224343,0.0383504405580741,1.05207336821345,0,0.463720680614449
"CNTROB_ENSG00000170037_ENST00000563694","CNTROB","ENSG00000170037","ENST00000563694",0.585006619312331,0.554836474771744,0.0205085157210535,0.0571310654494231,1.05437664233051,0,0.463721377828548
"PNPLA6_ENSG00000032444_ENST00000600737","PNPLA6","ENSG00000032444","ENST00000600737",1.04798525650607,1.00973321262628,0.0643361556966026,0.0497675938283698,1.03788331749561,0,0.463733636175648
"MEST_ENSG00000106484_ENST00000223215","MEST","ENSG00000106484","ENST00000223215",0.842619246120057,0.817087575566857,0.0440145776252486,0.0313710616060773,1.03124716531822,0,0.463742237672923
"PHACTR4_ENSG00000204138_ENST00000373839","PHACTR4","ENSG00000204138","ENST00000373839",0.73391096663354,0.766072517221474,0.0615972271704261,0.0151621465988096,0.958017616002486,1,0.46375472979291
"_ENSG00000285625_ENST00000647707","","ENSG00000285625","ENST00000647707",0.0808941404020811,0.0694503597808336,0.0195273010488499,0.0144504489091284,1.1647764051527,0,0.46397880511245
"KNSTRN_ENSG00000128944_ENST00000249776","KNSTRN","ENSG00000128944","ENST00000249776",2.03864784675634,1.91947374521807,0.113979140235326,0.21886615602238,1.06208686200328,0,0.464079207454061
"GNAL_ENSG00000141404_ENST00000334049","GNAL","ENSG00000141404","ENST00000334049",0.313993635750254,0.308114331036691,0.0105990000226139,0.00622404360631868,1.01908156850018,0,0.46413533158295
"SRGAP1_ENSG00000196935_ENST00000355086","SRGAP1","ENSG00000196935","ENST00000355086",0.80115594786602,0.851834449894001,0.0135049688405876,0.0976816522755841,0.94050663009193,1,0.464319840440432
